,label,component
141,Intel B860 / 1851腳位(DDR5),"華碩 PRIME B860M-A WIFI-CSM(M-ATX/LAN2.5Gb+無線/註四年)7+1+1+1相, $4490 ◆ ★ ↓任搭100↓"
142,Intel B860 / 1851腳位(DDR5),"[任搭U]華碩 PRIME B860M-A WIFI-CSM(M-ATX/LAN2.5Gb+無線/註四年)7+1+1+1相, $3990 ◆ ★ 熱賣"
143,Intel B860 / 1851腳位(DDR5),"華碩 TUF GAMING B860M-PLUS(M-ATX/LAN2.5Gb/註五年)12+1+2+1相, $5990 ◆ ★ ↓任搭100↓"
144,Intel B860 / 1851腳位(DDR5),"華碩 TUF GAMING B860M-PLUS WIFI(M-ATX/LAN2.5Gb+Wi-Fi 7/註五年)12+1+2+1相, $6490 ◆ ★ ↓任搭100↓"
145,Intel B860 / 1851腳位(DDR5),"華碩 PRIME B860-PLUS WIFI-CSM(ATX/LAN2.5Gb+無線/註四年)8+1+1+1相, $4990 ◆ ★ ↓任搭100↓"
146,Intel B860 / 1851腳位(DDR5),"[任搭U] 華碩 PRIME B860-PLUS WIFI-CSM(ATX/LAN2.5Gb+無線/註四年)8+1+1+1相, $4290 ◆ ★"
147,Intel B860 / 1851腳位(DDR5),"華碩 TUF GAMING B860-PLUS WIFI(ATX/LAN2.5Gb+Wi-Fi 7/註五年)12+1+2+1相, $6790 ◆ ★ ↓任搭100↓"
148,Intel B860 / 1851腳位(DDR5),"華碩 ROG STRIX B860-G GAMING WIFI(M-ATX/Intel 2.5Gb+Wi-Fi 7/註五年)14+1+2+1相, $7490 ◆ ★ ↓任搭100↓"
149,Intel B860 / 1851腳位(DDR5),"華碩 ROG STRIX B860-A GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/註五年)14+1+2+1相, $7690 ◆ ★ ↓任搭100↓"
150,Intel B860 / 1851腳位(DDR5),"華碩 ROG STRIX B860-F GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/註五年)16+1+2+1相, $8490 ◆ ★ ↓任搭100↓"
151,Intel B860 / 1851腳位(DDR5),"技嘉 B860M D2H(M-ATX/LAN2.5Gb/註四年/2DIMM)6+1+2相 *活動到5/31止, $2990 ◆ ★ 熱賣"
152,Intel B860 / 1851腳位(DDR5),"技嘉 B860M DS3H WIFI6E(M-ATX/LAN2.5G+無線/註四年)5+1+2相, $5290 ◆ ★ ↓任搭100↓"
153,Intel B860 / 1851腳位(DDR5),"技嘉 B860M GAMING X WIFI6E(M-ATX/LAN2.5G+無線/註四年)8+1+2相, $5990 ◆ ★ ↓任搭100↓"
154,Intel B860 / 1851腳位(DDR5),"技嘉 B860M GAMING WIFI6(M-ATX/LAN2.5G+無線/註五年)8+1+2相 *活動到5/31止, $3990 ◆ ★ 熱賣"
155,Intel B860 / 1851腳位(DDR5),"技嘉 B860M AORUS ELITE WIFI6E(M-ATX/LAN2.5G+無線/註五年)12+1+2相, $6490 ◆ ★ ↓任搭100↓"
156,Intel B860 / 1851腳位(DDR5),"技嘉 B860M AORUS ELITE WIFI6E ICE(冰魄白)(M-ATX/LAN2.5G+無線)12+1+2相, $6490 ◆ ★ ↓任搭100↓"
157,Intel B860 / 1851腳位(DDR5),"技嘉 B860 EAGLE WIFI6E(ATX/LAN2.5G+無線/註五年)12+1+2相, $5990 ◆ ★ ↓任搭100↓"
158,Intel B860 / 1851腳位(DDR5),"[任搭U] 技嘉 B860 EAGLE WIFI6E(ATX/LAN2.5G+無線/註五年)12+1+2相, $5490 ◆ ★ 熱賣"
159,Intel B860 / 1851腳位(DDR5),"技嘉 B860 GAMING X WIFI6E(ATX/LAN2.5G+無線/註五年)12+1+2相, $6490 ◆ ★ ↓任搭100↓"
160,Intel B860 / 1851腳位(DDR5),"技嘉 B860 AORUS ELITE WIFI7 ICE(ATX/LAN2.5G+Wi-Fi 7/註五年)12+1+2相, $7490 ◆ ★ ↓任搭100↓"
161,Intel B860 / 1851腳位(DDR5),"微星 PRO B860M-A WIFI(M-ATX/LAN5G+Wi-Fi 7/註五年)12+1+1+1相, $5090 ◆ ★ ↓任搭200↓"
162,Intel B860 / 1851腳位(DDR5),"微星 B860M GAMING PLUS WIFI(M-ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相, $5690 ◆ ★ ↓任搭200↓"
163,Intel B860 / 1851腳位(DDR5),"微星 MAG B860M MORTAR WIFI(M-ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相, $6890↘$6490 ◆ ★ ↓任搭200↓"
164,Intel B860 / 1851腳位(DDR5),"微星 PRO B860-P(ATX/LAN 5G/註冊四年保)12+1+1+1相電源設計, $5490↘$4890 ◆ ★ ↓任搭200↓"
165,Intel B860 / 1851腳位(DDR5),"微星 PRO B860-P WIFI(ATX/LAN 5G/註冊四年保)12+1+1+1相電源設計, $5390 ◆ ★ ↓任搭200↓"
166,Intel B860 / 1851腳位(DDR5),"微星 B860 GAMING PLUS WIFI(ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相電源設計, $6390 ◆ ★ ↓任搭200↓"
167,Intel B860 / 1851腳位(DDR5),"微星 MAG B860 TOMAHAWK WIFI(ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相, $6890 ◆ ★ ↓任搭200↓"
168,Intel B860 / 1851腳位(DDR5),"華擎 B860I WiFi(Mini-ITX/LAN2.5G+無線/註五年)8+1+1相供電, $7490 ◆ ★ ↓任搭190↓"
169,Intel B860 / 1851腳位(DDR5),"華擎 B860I Lightning WiFi(Mini-ITX/LAN2.5G+無線/註五年)10+1+1相供電, $8190 ◆ ★ ↓任搭190↓"
170,Intel B860 / 1851腳位(DDR5),"華擎 B860M-H2(M-ATX/LAN 1G/註四年/2DIMM)5+1+1+1+1 相供電, $3990 ◆ ★"
171,Intel B860 / 1851腳位(DDR5),"華擎 B860M-X WiFi(M-ATX/LAN2.5G+無線/註五年/2DIMM)7+1+1+1+1 相供電, $4990 ◆ ★ ↓任搭100↓"
172,Intel B860 / 1851腳位(DDR5),"華擎 B860M Pro-A WiFi(M-ATX/LAN2.5G+無線/註四年)10+1+1+1+1 相供電, $5490 ◆ ★ ↓任搭100↓"
173,Intel B860 / 1851腳位(DDR5),"華擎 B860M Pro RS WiFi(M-ATX/LAN2.5G+無線/註五年)10+1+1+1+1 相供電, $5990 ◆ ★ ↓任搭100↓"
174,Intel B860 / 1851腳位(DDR5),"華擎 B860M Steel Legend WiFi(M-ATX/LAN2.5G+無線/註五年)12+1+1+1相, $7490 ◆ ★ ↓任搭190↓"
175,Intel B860 / 1851腳位(DDR5),"華擎 B860 Pro-A WiFi(ATX/LAN2.5G+無線/註四年)10+1+1+1+1 相供電, $5990 ◆ ★"
176,Intel B860 / 1851腳位(DDR5),"華擎 B860 Steel Legend WiFi(ATX/LAN2.5G+無線/註五年)14+1+1+1相, $8290 ◆ ★ ↓任搭190↓"
177,Intel Z890 / 1851腳位(DDR5),"NZXT N9 Z890(黑)(ATX/LAN 5Gb+Wi-Fi 7/五年換新)20+1+1相, $21990 ◆ ★"
178,Intel Z890 / 1851腳位(DDR5),"[任搭Core Ultra ] NZXT N9 Z890(黑)(ATX/LAN 5Gb+Wi-Fi 7/五年換新)20+1+1相, $18990 ◆ ★ 熱賣"
179,Intel Z890 / 1851腳位(DDR5),"NZXT N9 Z890(白)(ATX/LAN 5Gb+Wi-Fi 7/五年換新)20+1+1相, $21990 ◆ ★"
180,Intel Z890 / 1851腳位(DDR5),"[任搭Core Ultra ] NZXT N9 Z890(白)(ATX/LAN 5Gb+Wi-Fi 7/五年換新)20+1+1相, $18990 ◆ ★ 熱賣"
181,Intel Z890 / 1851腳位(DDR5),"❤ [AI 創作神隊友] 4/15-5/31 買華碩Z890主機板登錄送 威力導演365 一年版(價值 $1,980)"
182,Intel Z890 / 1851腳位(DDR5),"❤ [征服荒野] 3/26-5/31 買華碩 ROG Z890/X870主機板.登錄送 ""魔物獵人-荒野""遊戲序號"
183,Intel Z890 / 1851腳位(DDR5),"華碩 ROG STRIX Z890-I GAMING WIFI(Mini-ITX/Intel 2.5Gb+Wi-Fi 7)10+1+1相, $13990 ◆ ★ ↓任搭200↓"
184,Intel Z890 / 1851腳位(DDR5),"華碩 PRIME Z890M-PLUS WIFI-CSM(M-ATX/LAN2.5Gb+Wi-Fi 7/註四年)10+1+2+1相, $6790 ◆ ★ ↓任搭100↓"
185,Intel Z890 / 1851腳位(DDR5),"華碩 PRIME Z890-P WIFI-CSM(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源, $7990 ◆ ★ ↓任搭100↓"
186,Intel Z890 / 1851腳位(DDR5),"[任搭U] 華碩 PRIME Z890-P WIFI-CSM(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相, $6990 ◆ ★ ↓任搭100↓"
187,Intel Z890 / 1851腳位(DDR5),"華碩 Z890 AYW GAMING WIFI W(ATX/LAN 2.5Gb+無線/註五年/白色)12+1+2相電源, $8990 ◆ ★ 熱賣"
188,Intel Z890 / 1851腳位(DDR5),"華碩 TUF GAMING Z890-PRO WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/註五年/銀白版)16+1+2相, $10990↘$9990 ◆ ★ ↓任搭100↓"
189,Intel Z890 / 1851腳位(DDR5),"[任搭U] 華碩 TUF GAMING Z890-PRO WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/銀白版)16+1+2相, $9490 ◆ ★ ↓任搭100↓"
190,Intel Z890 / 1851腳位(DDR5),"華碩 ROG STRIX Z890-A GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/銀白版)16+1+2相, $12990 ◆ ★ ↓任搭200↓"
191,Intel Z890 / 1851腳位(DDR5),"華碩 ROG STRIX Z890-F GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7)16+1+2相, $14990 ◆ ★ ↓任搭200↓"
192,Intel Z890 / 1851腳位(DDR5),"華碩 ROG STRIX Z890-E GAMING WIFI(ATX/LAN 5Gb+Wi-Fi 7)18+1+2相, $16990 ◆ ★ ↓任搭200↓"
193,Intel Z890 / 1851腳位(DDR5),"華碩 PROART Z890-CREATOR WIFI(ATX/Marvell10G+Intel 2.5G+Wi-Fi 7)16+1+2相, $14990 ◆ ★ ↓任搭200↓"
194,Intel Z890 / 1851腳位(DDR5),"華碩 ROG MAXIMUS Z890 APEX(ATX/LAN 5Gb+Wi-Fi 7/註五年/白色)22+1+2相, $19990 ◆ ★ ↓任搭300↓"
195,Intel Z890 / 1851腳位(DDR5),↪ [送殼]買華碩 ROG MAXIMUS Z890 APEX 加送 GR701 創世神-機殼(市價$13990)
196,Intel Z890 / 1851腳位(DDR5),"華碩 ROG MAXIMUS Z890 HERO(ATX/LAN 5Gb+Intel 2.5G+Wi-Fi 7)22+1+2+2相, $20990 ◆ ★ ↓任搭300↓"
197,Intel Z890 / 1851腳位(DDR5),"華碩 ROG MAXIMUS Z890 HERO BTF(ATX/LAN 5Gb+Intel 2.5G+Wi-Fi 7)22+1+2+2相, $20990 ◆ ★ ↓任搭300↓"
198,Intel Z890 / 1851腳位(DDR5),↪ [送殼]買華碩 ROG MAXIMUS Z890 HERO BTF 加送 GR701 創世神-BTF(市價$14990)
199,Intel Z890 / 1851腳位(DDR5),"華碩 ROG MAXIMUS Z890 EXTREME(E-ATX/Marvell10G+I 2.5G+Wi-Fi 7)24+2+2相, $34990 ◆ ★ ↓任搭500↓"
200,Intel Z890 / 1851腳位(DDR5),"技嘉 Z890I AORUS ULTRA(Mini-ITX/LAN 2.5G+Wi-Fi 7+註冊五年)8+1+2相, $11990 ◆ ★"
201,Intel Z890 / 1851腳位(DDR5),"技嘉 Z890 EAGLE WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源, $8290 ◆ ★ ↓任搭100↓"
202,Intel Z890 / 1851腳位(DDR5),"技嘉 Z890 GAMING X WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源, $9290 ◆ ★ ↓任搭100↓"
203,Intel Z890 / 1851腳位(DDR5),"技嘉 Z890 AORUS ELITE WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源, $9990 ◆ ★ ↓任搭100↓"
204,Intel Z890 / 1851腳位(DDR5),"技嘉 Z890 AORUS ELITE WIFI7 ICE 冰魄白(ATX/LAN2.5Gb+Wi-Fi 7)16+1+2相-獨家, $9990 ◆ ★ 熱賣 ↓任搭100↓"
205,Intel Z890 / 1851腳位(DDR5),"技嘉 Z890 AERO G(ATX/2*Intel 2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源, $12990 ◆ ★ ↓任搭200↓"
206,Intel Z890 / 1851腳位(DDR5),"技嘉 Z890 AORUS PRO ICE 冰魄白(ATX/LAN 5Gb+Wi-Fi 7/註五年)16+1+2相電源, $13990 ◆ ★ ↓任搭200↓"
207,Intel Z890 / 1851腳位(DDR5),"技嘉 Z890 AORUS MASTER(ATX/Marvell 10Gb+Wi-Fi 7/註五年)18+1+2相電源, $17990 ◆ ★ ↓任搭200↓"
208,Intel Z890 / 1851腳位(DDR5),"技嘉 Z890 AI TOP(E-ATX/2*Marvell 10Gb+Wi-Fi 7/註五年)16+1+2相, $20990 ◆ ★ ↓任搭290↓"
209,Intel Z890 / 1851腳位(DDR5),"技嘉 Z890 AORUS TACHYON ICE(E-ATX/LAN 5Gb+Wi-Fi 7/註五年)18+1+2相, $24990 ◆ ★ ↓任搭190↓"
210,Intel Z890 / 1851腳位(DDR5),"技嘉 Z890 AORUS XTREME AI TOP(E-ATX/2*Marvell 10Gb+Wi-Fi 7/註五年)22+1+2相, $34990 ◆ ★ ↓任搭490↓"
211,Intel Z890 / 1851腳位(DDR5),"微星 MPG Z890I EDGE TI WIFI(Mini-ITX/Killer 5Gb+Wi-Fi 7/註冊五年)10+1+1+1相電源, $11290↘$10990 ◆ ★ ↓任搭500↓"
212,Intel Z890 / 1851腳位(DDR5),"微星 PRO Z890-S WIFI(ATX/LAN 2.5Gb+Wi-Fi 7/註冊四年)12+1+1+1相電源, $7590↘$6990 ◆ ★ ↓任搭500↓"
213,Intel Z890 / 1851腳位(DDR5),"微星 PRO Z890-S WIFI WHITE(ATX/LAN 2.5Gb+Wi-Fi 7/雪白版)12+1+1+1相電源, $7590↘$6990 ◆ ★ ↓任搭500↓"
214,Intel Z890 / 1851腳位(DDR5),"微星 PRO Z890-P WIFI(ATX/LAN 5Gb+Wi-Fi 7/註冊四年)14+1+1+1相電源, $7990 ◆ ★ ↓任搭500↓"
215,Intel Z890 / 1851腳位(DDR5),"微星 PRO Z890-A WIFI(ATX/LAN 5Gb+Wi-Fi 7/註冊四年)16+1+1+1相電源, $9190↘$8490 ◆ ★ ↓任搭500↓"
216,Intel Z890 / 1851腳位(DDR5),"微星 Z890 GAMING PLUS WIFI(ATX/Killer 5Gb+Wi-Fi 7/註冊五年)14+1+1+1相電源, $9490↘$8990 ◆ ★ ↓任搭500↓"
217,Intel Z890 / 1851腳位(DDR5),"微星 MAG Z890 TOMAHAWK WIFI(ATX/Killer 5Gb+Wi-Fi 7/註冊五年)16+1+1+1相*獨家, $9990 ◆ ★ 熱賣 ↓任搭500↓"
218,Intel Z890 / 1851腳位(DDR5),"微星 MPG Z890 EDGE TI WIFI(ATX/Killer 5Gb+Wi-Fi 7/註冊五年)16+1+1+1相電源, $12490 ◆ ★ ↓任搭500↓"
219,Intel Z890 / 1851腳位(DDR5),"微星 MPG Z890 CARBON WIFI(ATX/Killer5Gb+Intel2.5Gb+Wi-Fi 7/註五年)20+1+1+1相, $14690 ◆ ★ ↓任搭500↓"
220,Intel Z890 / 1851腳位(DDR5),"微星 MEG Z890 UNIFY-X(ATX/Killer5Gb+Wi-Fi 7/註五年)20+2+1+1相, $18190↘$17690 ◆ ★ ↓任搭500↓"
221,Intel Z890 / 1851腳位(DDR5),"微星 MEG Z890 ACE(ATX/Marvell 10Gb+Wi-Fi 7/註五年)24+2+1+1相, $19490↘$18990 ◆ ★ ↓任搭500↓"
222,Intel Z890 / 1851腳位(DDR5),"微星 MEG Z890 GODLIKE(E-ATX/Marvell 10Gb+Killer 5Gb+Wi-Fi 7/註冊五年), $34900 ◆ ★ ↓任搭500↓"
223,Intel Z890 / 1851腳位(DDR5),"華擎 Z890I Nova WiFi(Mini-ITX/LAN 5Gb+Wi-Fi 7/註五年)12+1+1+1+1 相供電, $11990 ◆ ★ ↓任搭100↓"
224,Intel Z890 / 1851腳位(DDR5),"華擎 Z890M Riptide WiFi(M-ATX/Killer 2.5G+無線/註五年)16+1+1相電源, $9590 ◆ ★"
225,Intel Z890 / 1851腳位(DDR5),"華擎 Z890 Pro-A(ATX/LAN 2.5Gb/註冊五年保)16+1+1相電源, $7990 ◆ ★"
226,Intel Z890 / 1851腳位(DDR5),"華擎 Z890 Pro-A WiFi(ATX/LAN 2.5Gb+無線/註冊五年保)16+1+1相電源, $8690 ◆ ★"
227,Intel Z890 / 1851腳位(DDR5),"華擎 Z890 Pro RS WiFi(ATX/LAN 2.5Gb+無線/註冊五年保)16+1+1相電源, $9590 ◆ ★"
228,Intel Z890 / 1851腳位(DDR5),"華擎 Z890 Pro RS WiFi White(ATX/LAN 2.5Gb+無線/註五年/銀白版)16+1+1相電源, $9890 ◆ ★"
229,Intel Z890 / 1851腳位(DDR5),"華擎 Z890 Steel Legend WiFi(ATX/LAN2.5Gb+Wi-Fi 7/註五年)18+1+1相電源, $10290 ◆ ★ ↓任搭190↓"
230,Intel Z890 / 1851腳位(DDR5),"華擎 Z890 Riptide WiFi(ATX/Killer 2.5G+Wi-Fi 7/註冊五年保)18+1+1相電源, $9790 ◆ ★ ↓任搭190↓"
231,Intel Z890 / 1851腳位(DDR5),"華擎 Z890 Nova WiFi(ATX/LAN 5Gb+Killer 2.5Gb+Wi-Fi 7/註五年)20+1+2相電源, $14590 ◆ ★ ↓任搭190↓"
232,Intel Z890 / 1851腳位(DDR5),"華擎 Z890 Taichi Lite(ATX/LAN 5Gb+Dragon 2.5Gb+Wi-Fi 7/註五年)20+1+2相電源, $16990 ◆ ★ ↓任搭190↓"
233,Intel Z890 / 1851腳位(DDR5),"華擎 Z890 Taichi(ATX/LAN 5Gb+Dragon 2.5Gb+Wi-Fi 7/註五年)20+1+2相電源, $17990 ◆ ★"
234,Intel H81 / 1150腳位(DDR3),"華碩 H81M-K(M-ATX/1A1D/U3/註四年), $1990 ◆ ★"
235,Intel H81 / 1150腳位(DDR3),"技嘉 H81M-DS2(M-ATX/1A/U3/LPT+COM埠/三年保), $1990 ◆ ★"
236,Intel H81 / 1150腳位(DDR3),"技嘉 H81M-S2PH(M-ATX/1A1H/U3/LPT+COM埠/全固態/三年保), $2090 ◆ ★"
237,Intel H110 & H310 / 1151腳位(DDR4),"華碩 H110M-K【單片盒裝】(M-ATX/1A1D/U3/LAN 1Gb/全固/註四年), $2490 ◆ ★"
238,Intel H110 & H310 / 1151腳位(DDR4),"華碩 PRIME H310M-K(M-ATX/1A1D/LAN 1Gb/註四年), $2490 ◆ ★"
239,Intel H110 & H310 / 1151腳位(DDR4),"技嘉 H110M-S2PH(M-ATX/1A1H/LAN 1Gb/全固/LPT+COM埠/註四年), $2490 ◆ ★"
240,Intel H510 / 1200 腳位(DDR4),"華碩 PRIME H510M-K(M-ATX/1A1H/Intel 1Gb/註四年), $2790 ★ ↓任搭200↓"
241,Intel H510 / 1200 腳位(DDR4),"微星 PRO H510M-B II(M-ATX/1A1H/LAN 1Gb/註四年)4+1+1相供電 *只支援10代CPU, $1990 ◆ ★"
242,AMD B450 / AM4腳位(DDR4),"華擎 B450M-HDV R4.0(M-ATX/1A1D1H/DIMM*2/註四年)4+2相供電, $1790 ◆ ★"
243,AMD A520 / AM4腳位(DDR4),"華碩 PRIME A520M-K/CSM(M-ATX/1A1H/LAN 1Gb/註四年), $1990 ◆ ★ 熱賣 ↓任搭100↓"
244,AMD A520 / AM4腳位(DDR4),"技嘉 A520M K V2(M-ATX/1A1H/LAN 1Gb/註四年)8相數位供電, $1990 ◆ ★"
245,AMD A520 / AM4腳位(DDR4),"微星 A520M-A PRO(M-ATX/1D1H/LAN 1Gb/註四年/2DIMM), $1990↘$1890 ◆ ★ ↓任搭100↓"
246,AMD A520 / AM4腳位(DDR4),"華擎 A520M-ITX/ac(mini-ITX/1H1P/LAN 1Gb/ac+BT/註四年)8數位電源, $3390 ◆ ★"
247,AMD B550 / AM4腳位(DDR4),"華碩 PRIME B550M-K ARGB-CSM(M-ATX/LAN 1Gb/2DIMM)4+2相供電, $2590 ◆ ★ 熱賣"
248,AMD B550 / AM4腳位(DDR4),"華碩 PRIME B550M-K/CSM(M-ATX/LAN 1Gb/註四年/4DIMM)4+2相供電, $2790 ◆ ★"
249,AMD B550 / AM4腳位(DDR4),"華碩 PRIME B550M-A AC(M-ATX/LAN 1Gb+無線/註四年)8相供電, $3190 ◆ ★"
250,AMD B550 / AM4腳位(DDR4),"華碩 TUF GAMING B550M-PLUS(M-ATX/1H1P/LAN 2.5G/註冊五年保)8+2相, $3290 ◆ ★"
251,AMD B550 / AM4腳位(DDR4),"技嘉 B550M K(M-ATX/1H1P/LAN 1Gb/註四年/4dimm)4+2相供電, $2490 ◆ ★ 熱賣"
252,AMD B550 / AM4腳位(DDR4),"技嘉 B550M DS3H AC(M-ATX/LAN 1GbE+無線/註四年) 6+2相 (rev. 1.7), $3090 ◆ ★"
253,AMD B550 / AM4腳位(DDR4),"技嘉 B550M AORUS ELITE(M-ATX/1D1H/LAN 1Gb/註五年) 獨家5+3相, $3190 ◆ ★ ↓任搭200↓"
254,AMD B550 / AM4腳位(DDR4),"[任搭U] 技嘉 B550M AORUS ELITE(M-ATX/1D1H/LAN 1Gb/註五年) 獨家5+3相-5/31止, $2390 ◆ ★ 熱賣"
255,AMD B550 / AM4腳位(DDR4),"微星 B550M-A PRO(M-ATX/1D1H/LAN 1Gb/註四年)4+2相供電, $2390 ★"
256,AMD B550 / AM4腳位(DDR4),"微星 B550M PRO-VDH(M-ATX/1A1H1P/Realtek LAN/註四年)4+2+1相供電, $2790 ★"
257,AMD B550 / AM4腳位(DDR4),"微星 B550M PRO-VDH WIFI(M-ATX/1A1H1P/Realtek LAN+ac/註四年)4+2+1相供電, $3190 ◆ ★"
258,AMD B550 / AM4腳位(DDR4),"華擎 B550M-ITX/ac(ITX/1H1P/LAN 1Gb/ac+BT/註四年) 8相供電, $3990 ◆ ★ ↓任搭100↓"
259,AMD A620 / AM5腳位(DDR5),"華碩 PRIME A620M-K-CSM(M-ATX/LAN 1Gb/註四年)8+2相 *優惠活動到, $2690 ◆ ★"
260,AMD A620 / AM5腳位(DDR5),"華擎 A620I Lightning WIFI(mini-ITX/LAN 2.5G+無線/2DIMM)8+2+1 相供電, $4790 ★ ↓任搭100↓"
261,AMD B650E & B650 / AM5腳位(DDR5),"NZXT N7 B650E(白)(ATX/LAN2.5Gb+無線/五年換新保固)16+1+2相電源, $11500 ★"
262,AMD B650E & B650 / AM5腳位(DDR5),"華碩 ROG STRIX B650E-I GAMING WIFI(Mini-ITX/Intel2.5G+無線)10+2+1相, $8990 ◆ ★"
263,AMD B650E & B650 / AM5腳位(DDR5),"華碩 PRIME B650M-F-CSM(M-ATX/LAN 1G/註四年/2DIMM)9相, $2990 ◆ ★"
264,AMD B650E & B650 / AM5腳位(DDR5),"[任搭U]華碩 PRIME B650M-F-CSM(M-ATX/LAN 1G/註四年/2DIMM)9相, $2590 ◆ ★"
265,AMD B650E & B650 / AM5腳位(DDR5),"華碩 PRIME B650M-K-CSM(M-ATX/LAN 2.5G/註四年/2DIMM)8+2相電源 C/P首選, $3090 ◆ ★"
266,AMD B650E & B650 / AM5腳位(DDR5),"華碩 B650M-AYW WIFI(M-ATX/LAN 2.5G+無線/註五年/2DIMM)11相, $3990 ◆ ★ ↓任搭200↓"
267,AMD B650E & B650 / AM5腳位(DDR5),"[任搭U]華碩 B650M-AYW WIFI(M-ATX/LAN 2.5G+無線/註五年/2DIMM)11相, $3690 ◆ ★"
268,AMD B650E & B650 / AM5腳位(DDR5),"華碩 TUF GAMING B650M-E(M-ATX/LAN 2.5G/註五年)8+2+1相電源, $3890 ◆ ★"
269,AMD B650E & B650 / AM5腳位(DDR5),"華碩 TUF GAMING B650M-E WIFI(M-ATX/LAN 2.5G+無線)8+2+1相電源, $4290 ◆ ★ ↓任搭100↓"
270,AMD B650E & B650 / AM5腳位(DDR5),"華碩 TUF GAMING B650M-PLUS(M-ATX/LAN 2.5G/註五年)12+2+2相電源 獨家支援, $4190 ◆ ★ 熱賣"
271,AMD B650E & B650 / AM5腳位(DDR5),"華碩 TUF GAMING B650M-PLUS WIFI(M-ATX/LAN 2.5G+無線/註五年)12+2+2相, $4990 ◆ ★"
272,AMD B650E & B650 / AM5腳位(DDR5),"[任搭U] 華碩 TUF GAMING B650M-PLUS WIFI(M-ATX/LAN 2.5G+無線)12+2+2相, $4490 ◆ ★"
273,AMD B650E & B650 / AM5腳位(DDR5),"華碩 TUF GAMING B650-E WIFI(ATX/LAN 2.5G+無線/註五年)8+2+2相電源, $4990 ◆ ★"
274,AMD B650E & B650 / AM5腳位(DDR5),"[任搭U] 華碩 TUF GAMING B650-E WIFI(ATX/LAN 2.5G+無線/註五年)8+2+2相電源, $4490 ◆ ★"
275,AMD B650E & B650 / AM5腳位(DDR5),"華碩 TUF GAMING B650-PLUS WIFI(ATX/LAN 2.5G+無線)12+2相電源, $5790 ◆ ★"
276,AMD B650E & B650 / AM5腳位(DDR5),"[任搭U] 華碩 TUF GAMING B650-PLUS WIFI(ATX/LAN 2.5G+無線)12+2相電源, $5290↘$4990 ◆ ★"
277,AMD B650E & B650 / AM5腳位(DDR5),"華碩 ROG STRIX B650-A GAMING WIFI(ATX/Intel2.5G+無線)12+2+1相, $5990 ◆ ★"
278,AMD B650E & B650 / AM5腳位(DDR5),"技嘉 B650M H(M-ATX/LAN 1Gb/註冊四年/2DIMM)5+2+2相電源, $2990 ◆ ★"
279,AMD B650E & B650 / AM5腳位(DDR5),"[任搭U] 技嘉 B650M H(M-ATX/LAN 1Gb/註冊四年/2DIMM)5+2+2相電源, $2590 ◆ ★"
280,AMD B650E & B650 / AM5腳位(DDR5),"技嘉 B650M GAMING WIFI(M-ATX/LAN 2.5G/註五年/2DIMM)5+2+2相, $3490 ◆ ★ ↓任搭100↓"
281,AMD B650E & B650 / AM5腳位(DDR5),"技嘉 B650M GAMING X AX(M-ATX/LAN 2.5G+AMD 無線/4DIMM)6+2+1相電源, $3990 ◆ ★ 熱賣"
282,AMD B650E & B650 / AM5腳位(DDR5),"技嘉 B650M AORUS ELITE AX ICE(M-ATX冰魄白/LAN 2.5G+無線/五年)12+2+2相, $5490 ◆ ★ ↓任搭100↓"
283,AMD B650E & B650 / AM5腳位(DDR5),"技嘉 B650 EAGLE AX(ATX/LAN 1Gb+無線/註冊四年)12+2+2相電源, $4490 ◆ ★"
284,AMD B650E & B650 / AM5腳位(DDR5),"技嘉 B650 AORUS ELITE AX V2(ATX/LAN 2.5G+無線/註五年)12+2+2相電源, $5490 ◆ ★ ↓任搭100↓"
285,AMD B650E & B650 / AM5腳位(DDR5),"技嘉 B650E AORUS ELITE X AX ICE 冰魄白(ATX/LAN 2.5G+無線)12+2+2相 優惠到5/31, $6990 ◆ ★"
286,AMD B650E & B650 / AM5腳位(DDR5),"技嘉 B650E AORUS STEALTH ICE(伏冰)背插(ATX/LAN 2.5G+Wi-Fi 7)12+2+2相 優惠到5/31, $6990 ◆ ★ 熱賣"
287,AMD B650E & B650 / AM5腳位(DDR5),"微星 MPG B650I EDGE WIFI(Mini-ITX/LAN 2.5G+無線/註五年)8+2+1相電源, $6790↘$4990 ◆ ★"
